997.47,997.47,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1270.27,1636.55
593.5,892.27,892.27,892.27,892.27,892.27,892.27,1206.25,1206.25,1206.25,1206.25,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06
460.74,892.27,892.27,892.27,1206.25,1206.25,1206.25,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06
66.92,178.68,892.27,1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06
1446.62,1446.62,1446.62,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63,1351.63
1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,1206.25,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55
238.92,892.27,892.27,892.27,892.27,892.27,892.27,1206.25,1206.25,1206.25,1206.25,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06,407.06
1551.87,1551.87,1551.87,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41
804.12,892.27,892.27,892.27,892.27,983.58,983.58,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55,1636.55
937.2,892.27,892.27,1162.52,1016.23,1123.14,1123.14,1123.14,1123.14,1123.14,946.56,946.56,946.56,946.56,946.56,946.56,946.56,946.56,946.56,946.56
