601.05,601.05,601.05,601.05,601.05,601.05,601.05,601.05,601.05,601.05,601.05,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
1250.62,1250.62,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55,1231.55
1434.92,1434.92,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02,1608.02
289.61,289.61,289.61,361.28,361.28,361.28,361.28,361.28,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
730.62,730.62,730.62,730.62,730.62,730.62,730.62,730.62,730.62,730.62,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
147.05,147.05,147.05,361.28,361.28,361.28,361.28,361.28,361.28,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
108.46,108.46,649.13,649.13,361.28,361.28,361.28,361.28,361.28,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
267.14,267.14,648.49,648.49,648.49,361.28,361.28,361.28,361.28,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1253.59,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
655.65,655.65,655.65,361.28,361.28,361.28,361.28,361.28,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4,1275.4
